road,way_id,seq,lat,lon,average_green
Parret Road,40641766,3,51.61176,-3.019027,0.2211095
Tees Close,40641769,3,51.610649,-3.017952,0.0806395
Shannon Road,40641776,3,51.609909,-3.018592,0.058611
Livale Close,40641777,3,51.610475,-3.020996,0.1143885
Livale Court,40641781,3,51.610984,-3.021528,0.1368205
Meon Close,40641782,3,51.611021,-3.017104,0.118075
Larch Court,40642239,3,51.614578,-3.006032,0.4087185
Old Hill,40666724,3,51.598793,-2.944825,0.1662855
Schooner Avenue,40678284,3,51.556788,-3.012853,0.0258935
Schooner Close,40678285,3,51.556597,-3.011607,0.045787
Argosy Way,40678662,3,51.580314,-2.976028,0.016628
Tantallus Close,40678664,3,51.581385,-2.976804,0.0100755
Llewellyn Walk,40802558,3,51.615751,-3.008647,0.133633
Mount Pleasant,40802559,3,51.614634,-3.007093,0.452867
Larch Grove,40813061,3,51.614195,-3.00509,0.326119
Curie Close,40813066,3,51.613436,-3.008369,0.064308
Lister Green,40813067,3,51.612609,-3.0088,0.1537425
Heidenheim Drive,40813592,3,51.599982,-2.997669,0.367994
Marayat Walk,40817918,3,51.571515,-3.019072,0.3181075
Cardiff Road,40817926,3,51.575805,-3.007523,0.114541
Cardiff Road,40817928,3,51.575446,-3.007913,0.0695655
Cardiff Road,40817929,3,51.575005,-3.008625,0.2585205
Cardiff Road,40817930,3,51.57541,-3.008137,0.0608645
Cardiff Road,40840708,3,51.570786,-3.01398,0.0753175
Ridgeway Gardens,40841356,3,51.588061,-3.017486,0.013756
Emlyn Street,40841884,3,51.584985,-2.991316,0.000215
Bettws Lane,40844269,3,51.605787,-3.009937,0.3350465
Kensington Grove,40845249,3,51.589632,-2.974868,0.0676295
Moorland Park,40845442,3,51.582177,-2.944648,0.1822765
Byrde Close,40845672,3,51.588209,-2.948079,0.12126
Marshfield Street,40845998,3,51.581088,-2.966208,0.084349
Malpas Road,40846333,3,51.619643,-3.01017,0.366422
Harvey Close,40846377,3,51.613212,-3.009743,0.135791
John Bull Close,40847062,3,51.592226,-2.937682,0.1392885
Butterworth Close,40847065,3,51.590877,-2.935118,0.1473685
Park View Gardens,40847767,3,51.578395,-3.041372,0.230732
Golden Mile View,40847875,3,51.576615,-3.033684,0.1901185
King's Acre,40848369,3,51.587306,-3.014033,0.232097
Fields Park Lane,40848370,3,51.587307,-3.015404,0.539656
Glasllwch Crescent,40848375,3,51.585237,-3.035648,0.100441
Glasllwch Crescent,40848376,3,51.585319,-3.035582,0.12626
Milton Road,40852257,3,51.589158,-2.969338,0.0575845
York Road,40852657,3,51.597369,-2.982756,0.0016175
St. Julian's Avenue,40853638,3,51.598448,-2.98051,0.0683875
Sandalwood Court,40854104,3,51.591168,-2.98479,0.061985
Clarence Place,40854105,3,51.590975,-2.989607,0.116028
Port Road,40946947,3,51.571254,-2.998907,0.383794
The Paddocks,40949714,3,51.605007,-2.901725,0.374663
Risca Road,40953601,3,51.597139,-3.066317,0.212513
Cefn Rise,40955136,3,51.593389,-3.052975,0.00012
Bethesda Close,40955144,3,51.592828,-3.053824,0.1177845
Bentley Close,40955361,3,51.596253,-3.053981,0.263435
Squires Gate,40955557,3,51.592801,-3.049053,0.0946865
Llyn Celyn Close,40955968,3,51.596138,-3.046358,0.343051
Llandegfedd Close,40955972,3,51.596584,-3.046377,0.176254
Llandegfedd Close,40955973,3,51.596495,-3.046113,0.1560265
Jamaica Close,40956333,3,51.561659,-3.026123,0.0471315
Monnow Way,40959895,3,51.608294,-3.018926,0.091918
Lambourne Walk,40963652,3,51.6078,-3.030205,0.4264755
Don Close,40963653,3,51.607568,-3.02859,0.306216
Tone Square,40963656,3,51.611983,-3.031216,0.073877
Brookside,40963657,3,51.612378,-3.02662,0.0366735
Clydach Close,40963660,3,51.607716,-3.021532,0.2855015
Yeo Close,40963661,3,51.607358,-3.027238,0.1356235
Otter Close,40964018,3,51.612739,-3.036592,0.0915505
Medway Court,40964021,3,51.613774,-3.033268,0.342102
Darent Road,40964605,3,51.608489,-3.034557,0.104425
Ribble Square,40964606,3,51.611848,-3.024002,0.264375
Ribble Square,40964607,3,51.611511,-3.024193,0.058608
Mole Close,40964613,3,51.612348,-3.037491,0.1093595
Russell Drive,40968585,3,51.614774,-3.007449,0.288389
Woodland Drive,41108992,3,51.579104,-3.054848,0.159464
Llwyn Deri Close,41109271,3,51.575552,-3.063875,0.261094
Forge Mews,41109272,3,51.57866,-3.042703,0.4604725
Vaughan Court,41115436,3,51.559932,-3.03764,0.0489235
Pontymason Rise,41132474,3,51.597969,-3.063784,0.1041565
Acorn Close,41132498,3,51.595674,-3.056765,0.160115
Cornflower Close,41143834,3,51.594314,-3.066013,0.000112
Cornflower Close,41143835,3,51.594452,-3.066084,0.102594
Hollyhock Close,41143859,3,51.592901,-3.06798,0.0564225
High Cross Drive,41173473,3,51.587009,-3.042002,0.2151745
Capel Crescent,41176358,3,51.57771,-2.994355,0.2695815
Capel Crescent,41176359,3,51.577981,-2.995429,0.071864
Capel Close,41176363,3,51.578016,-2.989777,0.0202075
Charlotte Walk,41176364,3,51.578781,-2.992752,0.013989
Francis Street,41176365,3,51.579205,-2.991279,0.0569165
Kirby Daniel Court,41176367,3,51.578835,-2.993588,0.022999
Coulson Close,41176368,3,51.578249,-2.992364,0.0054565
Albion Street,41182349,3,51.577274,-2.989526,0.0058665
Albion Close,41182350,3,51.577108,-2.989179,0.263352
Marion Place,41182364,3,51.574684,-2.9893,0.0585315
High Banks,41183481,3,51.602521,-2.981931,0.199286
High Banks,41183486,3,51.602141,-2.981489,0.051813
Orchard Gardens,41183602,3,51.600068,-2.982122,0.039186
St Brides Crescent,41189088,3,51.568417,-3.01841,0.114916
Park Gardens,41189190,3,51.570158,-3.020158,0.157518
St Martin's Court,41205320,3,51.578025,-3.018413,0.0309485
Castle Park Road,41206361,3,51.577861,-3.026999,0.1745325
Bronte Grove,41206488,3,51.574168,-3.022411,0.1019385
Shaw Grove,41206491,3,51.574843,-3.020837,0.110997
Ben Jonson Way,41206743,3,51.575771,-3.02147,0.029215
Wells Close,41207256,3,51.571298,-3.020333,0.0556875
Bridge Street,41233732,3,51.587629,-2.999464,1.95E-05
Pontymason Rise,41234017,3,51.597907,-3.062924,0.13901
Oystermouth Mews,41239110,3,51.551706,-3.023305,0.057666
Kidwelly Close,41239111,3,51.55129,-3.023795,0.090228
Pennard Close,41239112,3,51.550664,-3.025199,0.0134415
Bronllys Mews,41239113,3,51.551334,-3.026366,0.034264
Raglan Mews,41239115,3,51.553655,-3.022753,0.067394
Skenfrith Mews,41239117,3,51.55263,-3.023626,0.0496765
Morlais Mews,41239118,3,51.552005,-3.026128,0.016128
Narbeth Close,41239119,3,51.551841,-3.024234,0.0225565
Picton Walk,41239122,3,51.553043,-3.024237,0.0697055
Penhow Mews,41239124,3,51.554108,-3.021473,0.0760695
Ebenezer Terrace,41501398,3,51.584068,-2.991662,0.103323
Tregarn Court,41711199,3,51.612044,-2.888453,0.2388185
Tregarn Court,41711200,3,51.611943,-2.888059,0.1737745
Carpenter Close,41711202,3,51.608004,-2.888979,0.636372
Cooper Close,41711203,3,51.607919,-2.890449,0.2597745
Tregarn Close,41711205,3,51.611901,-2.889678,0.4300735
Shepherd Drive,41711212,3,51.608005,-2.89231,0.264227
Miller Close,41711215,3,51.608397,-2.890738,0.2083885
Carpenter Close,41711216,3,51.608287,-2.889293,0.2900515
Tregarn Road,41711285,3,51.614241,-2.881667,0.2098885
Langstone Rise,41711289,3,51.612887,-2.885031,0.1901975
Stow Park Gardens,41790704,3,51.580789,-3.010824,0.7231955
St. Mary Street,41790734,3,51.585384,-3.001464,0.060635
Marion Place,41792903,3,51.574262,-2.990834,0.2537415
Langland Way,41797043,3,51.575206,-2.9633,0.0322885
Langland Way,41797051,3,51.575113,-2.962378,0.097445
Lincoln Close,41894222,3,51.59397,-2.970532,0.2056675
Lincoln Close,41894223,3,51.593863,-2.970557,0.064929
Orchard Mews,41903433,3,51.59824,-2.983594,0.000112
Orchard Court,41903485,3,51.598629,-2.984608,0.0153245
Orchard Street,41903680,3,51.598855,-2.985269,0.0450255
Bolt Close,41906103,3,51.57989,-2.987538,0.482742
Francis Drive,41906109,3,51.579813,-2.991285,0.014486
Constables Close,41906277,3,51.576196,-2.98731,0.016483
Constables Close,41906278,3,51.576357,-2.987115,0.1444055
Tregwilym Road,41946544,3,51.585157,-3.054129,0.281227
Honeysuckle Close,41946545,3,51.580614,-3.042312,0.1006175
Bassaleg Road,41946552,3,51.577156,-3.033122,0.517131
Tregwilym Road,41946562,3,51.585722,-3.051722,0.63578
Stelvio Park Rise,42042082,3,51.580168,-3.012855,0.041765
Stelvio Park Avenue,42042098,3,51.580519,-3.013365,0.2042845
Stelvio Park View,42042312,3,51.580153,-3.013548,0.0222595
Lilac Grove,42064574,3,51.598221,-3.075955,0.4456655
Azalea Road,42064799,3,51.597962,-3.081013,0.00012
Azalea Road,42064801,3,51.597988,-3.080949,0.00012
Argosy Way,42065198,3,51.584308,-2.982019,0.094315
Bettws Lane,42083135,3,51.608305,-3.018387,0.087738
Heol Senni,42083138,3,51.607958,-3.016801,0.2826135
Shannon Road,42083139,3,51.609653,-3.018344,0.0802675
Bettws Close,42083318,3,51.608775,-3.018585,0.1577
Parret Road,42083361,3,51.611476,-3.019073,0.000112
Frome Walk,42083665,3,51.609872,-3.03578,0.246752
Church Farm Close,42084036,3,51.606753,-3.026219,0.5643115
Derwent Court,42084082,3,51.60854,-3.036954,0.039624
The Bryn,42084483,3,51.613456,-3.022655,0.120271
Croesllanfro Gardens,42092103,3,51.598546,-3.049957,0.00012
Mission Court,42099840,3,51.581906,-2.987184,0.049032
Capel Crescent,42101814,3,51.57816,-2.997815,0.015049
Celtic Way,42102738,3,51.555588,-3.039934,0.169143
Francis Drive,42194507,3,51.578809,-2.990683,0.0003065
Albion Court,42195202,3,51.577504,-2.989842,0.019811
Broadmead Park,42209530,3,51.580399,-2.946409,0.0756275
Moorland Park,42209757,3,51.581845,-2.946805,0.0080125
Nash Road,42210755,3,51.574409,-2.953973,0.429869
Nash Road,42210756,3,51.575642,-2.954228,0.146483
Spytty Lane,42210758,3,51.575132,-2.96076,0.191139
Spytty Lane,42210759,3,51.575287,-2.96078,0.3700355
Nash Road,42210761,3,51.574782,-2.953966,0.237606
Fosse Road,42210893,3,51.576785,-2.951718,0.160223
Ford Farm Lane,42221095,3,51.606922,-2.890868,0.44183
Mill Lane,42221237,3,51.614033,-2.880659,0.421987
St. Julian's Road,42421474,3,51.598231,-2.980614,0.0091125
St. Julian's Road,42421481,3,51.59807,-2.980096,0.0584215
Keynsham Avenue,42505064,3,51.582181,-2.995782,0.000112
Lewis Close,42870098,3,51.578385,-2.99618,0.081913
Cecil Lane,42928327,3,51.585564,-3.047976,0.0198655
Alan Close,42928496,3,51.585104,-3.046249,0.0142565
Castle Close,42928575,3,51.58371,-3.042936,0.263866
Castle Close,42928638,3,51.583997,-3.044038,0.2614335
Severn Terrace,42938209,3,51.58256,-2.999555,0.1258215
Glasllwch Lane,42939054,3,51.579906,-3.036001,0.377919
Oak Road,42939532,3,51.593386,-3.060475,0.0242735
Crocus Close,42939561,3,51.593084,-3.069223,0.0577235
Hillside Gardens,43088405,3,51.577483,-3.018543,0.14088
Clewer Court,43112956,3,51.584719,-3.013177,0.15552
Clewer Court,43112968,3,51.584722,-3.013618,0.7361315
Glasllwch Crescent,43113252,3,51.584397,-3.034211,0.0824525
Somerton Road,43113514,3,51.583167,-2.963047,0.16458
Chepstow Road,43138237,3,51.589541,-2.976488,0.2759645
The Coldra,43217563,3,51.597654,-2.936021,0.287377
Roberts Close,43325156,3,51.59591,-3.054844,0.0414095
Roberts Close,43325157,3,51.595702,-3.054968,0.2983375
Rachel Square,43326271,3,51.555349,-3.019077,0.202538
Francis Drive,43683034,3,51.578429,-2.989763,0
Francis Drive,43683170,3,51.578427,-2.990641,0.0117125
Drovers Mews,43683447,3,51.581023,-2.99083,0.2593875
Frederick Mews,43683474,3,51.577948,-2.98852,0.183574
Haynes Court,43683672,3,51.575267,-2.989306,0.210984
Trinity Place,43684086,3,51.577116,-2.98617,0.0023875
Portland Street,43684156,3,51.577355,-2.986064,0.0024375
Temple Street,43684157,3,51.57726,-2.986596,0.23318
Velodrome Way,43839453,3,51.574022,-2.958254,0.00411
The Coldra,44092997,3,51.600116,-2.930498,0.2101965
Chepstow Road,44092998,3,51.600298,-2.930059,0.1910375
Speke Street,44773037,3,51.58938,-2.980815,0.066924
Victoria Court,44773131,3,51.590413,-2.97648,0.0373365
Jackson Court,44773132,3,51.592961,-2.978093,0.1139295
Christchurch Road,44774160,3,51.593589,-2.981348,0.0308085
Balmoral Lane,44774706,3,51.58626,-2.965587,0.0138135
Chartist Drive,44838015,3,51.58619,-3.051985,0.1658105
Montgomery Road,44847015,3,51.620081,-3.010221,0.101776
Usk Way,45022399,3,51.585591,-2.99045,0.0711645
Usk Way,45022400,3,51.585392,-2.98986,0.2540525
Kingsway,45022404,3,51.588114,-2.993872,0.000133
Cardiff Road,45022413,3,51.581294,-2.993501,2.95E-05
Tunnel Terrace,45769420,3,51.585813,-3.003285,0.341693
Windsor Terrace,45769493,3,51.585303,-3.002539,0.42199
Clytha Park Road,45769839,3,51.587887,-3.00625,0.4814515
Clytha Park Road,45769840,3,51.587817,-3.005713,0.158004
Lower Dock Street,45770703,3,51.582636,-2.988897,0.018339
Lower Dock Street,45770999,3,51.581055,-2.985723,0.0602245
Lower Dock Street,45771000,3,51.581175,-2.986244,0.006443
Almond Drive,45780610,3,51.615797,-3.007195,0.338669
Almond Drive,45780612,3,51.61576,-3.007111,0.3723625
Pillmawr Road,45780817,3,51.610035,-3.00539,0.1437435
Pillmawr Road,45780819,3,51.609922,-3.005644,0.094734
Bettws Lane,45781390,3,51.605284,-3.008838,0.000112
Bettws Lane,45781391,3,51.605525,-3.009063,0.3544655
Evans Street,46612433,3,51.595117,-2.996307,0.392799
Seven Stiles Avenue,46827152,3,51.573989,-2.945491,0.1277025
Cardiff Road,46832689,3,51.5704,-3.01446,0.086925
Maesglas Road,46832691,3,51.569624,-3.013975,0.1021375
Cardiff Road,46832692,3,51.569111,-3.016487,0.010962
Lighthouse Road,46832854,3,51.55555,-3.010519,0.842098
Cardiff Road,46832856,3,51.578255,-2.998661,0.068363
Cardiff Road,46832857,3,51.578502,-2.998209,0.0704075
Commercial Road,47625217,3,51.577322,-2.988628,0
Stadium Way,48502904,3,51.57275,-2.96352,0.579219
Velodrome Way,48502965,3,51.57449,-2.958125,0.0279345
Balfe Road,48509820,3,51.58431,-2.944645,0.0776125
Beatty Road,48511188,3,51.59756,-2.926842,0.277024
Beatty Road,48511189,3,51.597607,-2.926946,0.284575
Stadium Way,48534083,3,51.573432,-2.961904,0.4822535
Clytha Park Road,48846792,3,51.587246,-3.002258,0.018462
Clytha Park Road,48846793,3,51.587133,-3.003265,0.000575
Hartridge Farm Road,48898837,3,51.584289,-2.935557,0.6611665
Trevithick Close,56060405,3,51.61767,-3.016197,0.261488
Schooner Avenue,56061642,3,51.556282,-3.011217,0.074849
Cefn Drive,56758317,3,51.590331,-3.044689,0.369132
Clearwater Road,58073695,3,51.567922,-2.944347,0.20411
Nash Mead,58073696,3,51.566066,-2.949239,0.305299
Parkfield Place,58090717,3,51.586897,-3.007765,0.3369165
Argosy Close,58447910,3,51.580622,-2.976435,0.001808
Nantcoch Rise,63581926,3,51.584415,-3.023409,0.3220325
William Morris Drive,66700966,3,51.595612,-2.941025,0.053906
Poplar Road,66703227,3,51.587842,-2.957999,0.146444
Bronte Grove,68314808,3,51.574075,-3.022154,0.112892
Shaw Grove,68314812,3,51.57319,-3.02229,0.149558
Bassaleg Road,68314854,3,51.579736,-3.024428,0.612168
Redvers Street,73188996,3,51.584259,-2.971791,0.290287
Court Gardens,80497338,3,51.594078,-3.061333,0.0640585
Birch Grove,80503013,3,51.594105,-3.060158,0.206815
Court Gardens,80503024,3,51.593161,-3.061711,0.1459325
Great Oaks Park,84658852,3,51.596181,-3.063092,0.0890285
Courtfield Close,84749403,3,51.593084,-3.062331,0.0981955
Ruskin Avenue,86413612,3,51.592826,-3.050781,0.259727
Keats Close,87175761,3,51.573406,-3.024275,0.171742
Vicarage Hill,87175994,3,51.58269,-2.997989,0.2826295
Cardiff Road,87177370,3,51.576413,-3.00637,0.0651585
Burleigh Road,87290564,3,51.585297,-3.007909,0.362777
Bideford Road,87292108,3,51.571142,-3.013481,0.2838355
Winchester Close,87292291,3,51.570378,-3.010785,0.1822255
Dickens Drive,87410903,3,51.573767,-3.020995,0.0929885
Swallow Way,87765298,3,51.564824,-3.02009,0.3271375
Commercial Road,87932477,3,51.581662,-2.991767,0
Robbin's Lane,87934256,3,51.582793,-2.990858,0.027859
Cromwell Road,88325873,3,51.582202,-2.973163,0
Gaskell Street,88325874,3,51.581905,-2.973615,0.010432
Treberth Avenue,88326477,3,51.59644,-2.936064,0.1987345
Hendre Farm Court,88326789,3,51.595896,-2.930019,0.463561
Pontymason Close,88382384,3,51.597318,-3.062495,0.1503295
Larch Court,89681693,3,51.614642,-3.005061,0.243274
Glebe Street,91764137,3,51.589595,-2.980455,0.0015125
Bettws Lane,93115508,3,51.606036,-3.010554,0.3185855
Monnow Way,95120880,3,51.60901,-3.019056,0.1598265
Monnow Way,95120886,3,51.607391,-3.035297,0.205289
Bolt Street,95632084,3,51.580114,-2.985963,0.219287
Usk Way,98588407,3,51.570414,-2.98913,0.008302
Cardiff Road,107169479,3,51.56909,-3.016206,0.007744
Sandpiper Way,107171181,3,51.558272,-3.020377,0.1009215
Kingsway,107186386,3,51.588816,-2.994495,0.2256835
Cardiff Road,107191221,3,51.571477,-3.013553,0.4432485
Cardiff Road,107191222,3,51.572131,-3.013085,0.2363625
Baneswell Courtyard,108322566,3,51.586168,-2.99746,0.076481
Cefn Road,110068351,3,51.591304,-3.049749,0.2449655
Caerphilly Road,110068353,3,51.577564,-3.044275,0.4645765
Western Valley Road,110068354,3,51.581081,-3.040354,0.190055
Cefn Road,110068355,3,51.591188,-3.049475,0.1565885
Somerton Park,110518385,3,51.583595,-2.964368,0.088164
Dewstow Street,110522519,3,51.583243,-2.973,0.1847375
Keene Street,110522521,3,51.583527,-2.970533,0.233895
Heidenheim Drive,117006035,3,51.601515,-2.996414,0.421912
Heidenheim Drive,117006038,3,51.598866,-2.998394,0.1223795
Shaftesbury Street,117006048,3,51.594445,-2.996598,0.290039
Forge Road,119684349,3,51.575903,-3.043458,0.329381
Caerphilly Road,119684350,3,51.579936,-3.068445,0.308418
Risca Road,119685368,3,51.583313,-3.010165,0.036372
Caerau Road,119686404,3,51.584219,-3.006138,0.321744
Caerphilly Road,119772175,3,51.577541,-3.045183,0.058473
Caerphilly Road,119772179,3,51.577503,-3.045253,0.026334
St Mary's Court,122078848,3,51.585196,-2.998532,0.016627
St Mary's Court,122078849,3,51.585434,-2.99843,0.0350705
Railway Street,122078850,3,51.588195,-2.999183,0
Amy Johnson Close,122543228,3,51.579283,-2.960606,0.1124355
Wharf Road,122543235,3,51.586713,-2.980862,0.1169065
Vaughan Williams Drive,122543236,3,51.586705,-2.946608,0.100697
Ladyhill Court,122543240,3,51.585618,-2.946517,0.115237
Wharf Road,122543243,3,51.587139,-2.980569,0.158728
Tregwilym Road,123386067,3,51.583276,-3.049554,0.567742
Malpas Road,124735129,3,51.608571,-3.007241,0.0723095
Mission Court,124989846,3,51.581876,-2.986468,0.023732
Wharf Road,124990805,3,51.586287,-2.981489,0.0488305
George Street Bridge,124990806,3,51.585865,-2.981763,0.153948
Westfield Gardens,125141389,3,51.612338,-3.005838,0.1787485
Pinewood Close,125504464,3,51.611568,-3.003258,0.2180885
Claremont,125505731,3,51.615837,-3.001,0.204343
Russell Drive,125600157,3,51.61487,-3.007504,0.3562255
Balmoral Road,125742509,3,51.586525,-2.964139,2.50E-06
Broadmead Park,125744525,3,51.580823,-2.948088,0.0329215
Broadmead Park,125744631,3,51.580869,-2.948859,0.068203
Brookside,126029027,3,51.611916,-3.026302,0.041747
Brookside,126029028,3,51.611394,-3.025518,0.00012
Pump Street,126243452,3,51.587082,-2.998413,0.2926525
Corn Street,126243774,3,51.588041,-2.99478,0.000187
Morden Road,126348410,3,51.595555,-2.980413,0.013904
Buckingham Place,126349776,3,51.594799,-2.971513,0.205571
Lilleshall Street,127194045,3,51.582794,-2.977955,0.000112
Amelia Close,128282287,3,51.5808,-2.972771,0.019907
Morris Street,128384373,3,51.585024,-2.982668,0.000112
Morris Street,128384374,3,51.585215,-2.982847,0.000112
Dickens Drive,129495883,3,51.576498,-3.019148,0.0953855
Ruskin Avenue,129945694,3,51.591326,-3.049942,0.2248645
Church Crescent,130036829,3,51.579635,-3.049318,0.281045
Lowndes Close,130037836,3,51.580019,-3.056711,0.221776
Llanberis Close,130069076,3,51.579952,-3.064647,0.1752175
Tabernacle Drive,130069962,3,51.58135,-3.067669,0.014978
Cwm Lane,130110486,3,51.589061,-3.041707,0.324718
John Street,131417781,3,51.58161,-2.988175,0.035176
Cardigan Place,133736084,3,51.594856,-2.970386,0.1307655
Albany Street,141058626,3,51.601393,-2.99343,0.041809
Llanidloes Mews,141201717,3,51.551343,-3.025415,0.010714
Viscount Evan Drive,142921624,3,51.562713,-3.013975,0.6217625
Cleppa Park,143052378,3,51.561689,-3.038242,0.1629905
Maesglas Grove,143381956,3,51.565663,-3.013951,0.381317
Maesglas Road,144334032,3,51.567409,-3.008029,0.264939
Chaffinch Way,144884624,3,51.562367,-3.01558,0.000112
Kestrel Way,144886660,3,51.563274,-3.022364,0.5823525
Coromorant Way,144991084,3,51.559675,-3.015652,0.0555335
Caerleon Road,154934925,3,51.592169,-2.986761,0.1233835
Kingsway,159005830,3,51.586978,-2.99262,0.078478
Glasllwch Crescent,189083184,3,51.584083,-3.033543,0.19645
Stow Hill,191973560,3,51.582959,-3.008664,0.1678465
Commercial Street,192938874,3,51.583147,-2.992841,0.0773915
Commercial Street,192938875,3,51.582519,-2.992336,0.022516
Commercial Road,192938907,3,51.581988,-2.992041,0.0319215
Lysaght Avenue,194258048,3,51.574337,-2.970119,0.00012
Lysaght Avenue,194258060,3,51.574493,-2.970218,0.048374
Lysaght Circle,194258144,3,51.574656,-2.971551,0.0997525
Lysaght Circle,194258145,3,51.574717,-2.971067,0.1565345
Montreal Close,198932243,3,51.581125,-3.029426,0.240703
Quebec Close,198932246,3,51.580406,-3.031687,0.153899
Toronto Close,198932255,3,51.580786,-3.030572,0.289573
Rhymney Way,203244752,3,51.579379,-3.045468,0.1120925
Bettws Lane,216944416,3,51.608221,-3.018493,0.042045
Clos Carno,216946389,3,51.607792,-3.018512,0.0261435
Velodrome Way,218597301,3,51.573036,-2.961593,0.588794
Imperial Way,219763723,3,51.556196,-3.031978,0.3524975
Imperial Way,219763724,3,51.556287,-3.032017,0.286182
South Lake Drive,219763725,3,51.555675,-3.032142,0.0978475
South Lake Drive,219763728,3,51.555348,-3.03171,0.365914
North Lake Drive,219763729,3,51.556778,-3.033023,0.00012
North Lake Drive,219763730,3,51.556368,-3.032675,0.1651805
Oystermouth Way,219764892,3,51.550967,-3.025047,0.099806
Oystermouth Way,219764893,3,51.551029,-3.024758,0.0445005
Grosmont Way,219765272,3,51.5539,-3.025715,0.0918675
Seven Stiles Avenue,221352906,3,51.574735,-2.944567,0.0344215
Shaftesbury Street,222180925,3,51.592963,-2.99644,0.1391345
Shaftesbury Street,222180928,3,51.594609,-2.996489,0.318939
Albany Street,222180930,3,51.597242,-2.997466,0.1393895
Evans Street,222180931,3,51.595123,-2.996025,0.317561
Lyne Road,222180934,3,51.596748,-2.996867,0.329668
Gloch Wen Close,224660590,3,51.581135,-3.066843,0.1190625
Chepstow Road,224768744,3,51.614172,-2.881082,0.1476645
Redbrick Gardens,233492154,3,51.593539,-2.988032,0.0092625
Buccaneer Close,237584578,3,51.556649,-3.018033,0.0765015
Westfield Drive,237602304,3,51.61175,-3.00687,0.132853
Westfield Drive,237602306,3,51.611866,-3.007459,0.007715
Pencarn Way,239307230,3,51.555513,-3.022896,0.7123815
Morgraig Avenue,239308379,3,51.554782,-3.024278,0.000112
North Lake Drive,239706091,3,51.557083,-3.033428,0.00012
Pencarn Lane,239706094,3,51.557929,-3.031752,0.3913925
Imperial Way,240248662,3,51.558056,-3.030733,0.683995
Mendalgief Road,242360174,3,51.57779,-2.998061,0.1045395
Southville Road,242365668,3,51.585473,-3.013332,0.2341905
Drinkwater View,242365669,3,51.575577,-3.017624,0.0680835
Stephenson Street,243042995,3,51.570256,-2.983954,0.2290845
Watch House Parade,243043017,3,51.570853,-2.98864,0.005033
Queensway Meadows,243491820,3,51.576256,-2.949234,0.4360825
Amber Close,245607673,3,51.587637,-2.988683,0.0083205
Ffos-y-Fran Close,251977609,3,51.575605,-3.058188,0.196432
St Brides Gardens,252463880,3,51.567174,-3.01623,0.2406615
Monmouth Castle Drive,255042717,3,51.575088,-3.005779,0.00012
Monmouth Castle Drive,255042718,3,51.575703,-3.007221,0.0487805
Abberley Hall Road,255042719,3,51.575441,-3.005924,0.00012
Monmouth Castle Drive,255042720,3,51.575403,-3.006639,0.00012
Downton Hall Close,255042722,3,51.57497,-3.004378,0.00012
Gwenddwr Grange Close,255042723,3,51.574813,-3.0038,0.00012
Monmouth Castle Drive,255042724,3,51.575548,-3.006938,0.0383375
Laurel Drive,255656403,3,51.577984,-3.047456,0.149607
Kingsway,256429038,3,51.588141,-2.994067,3.80E-05
Ash Tree View,256436220,3,51.59099,-3.01267,0.5405715
Westfield Rise,256688559,3,51.609814,-3.007804,0.00012
Tregwilym Close,256690072,3,51.583452,-3.0464,0.4405125
Maesglas Close,256712351,3,51.566037,-3.01306,0.460054
Buttermere Way,258883842,3,51.601708,-2.973102,0.309547
Old Barn,258883843,3,51.603726,-2.973283,0.010764
Clarence Place,259910367,3,51.591085,-2.989831,0.0088515
Fairfax Close,259914472,3,51.584623,-2.967366,0.061505
Jessop Road,259915036,3,51.590956,-3.046026,0.2036535
Pant Road,259916175,3,51.601233,-3.002502,0.0014015
Orchard Street,259916805,3,51.598698,-2.981551,0
St. John's Road,259917660,3,51.580581,-2.974039,0.0313565
Tippett Close,259918529,3,51.59129,-2.933336,0.1247095
Ladyhill Green,282213756,3,51.586266,-2.947145,0.009833
Longditch Lane,282216541,3,51.579224,-2.942202,0.486576
School Terrace,282274273,3,51.589546,-3.060356,0.000112
Maplewood,283389418,3,51.604658,-2.91145,0.00012
Maplewood,283389419,3,51.60486,-2.911762,0.2253845
Courtfield Close,295382846,3,51.593329,-3.062657,0.1217725
Risca Road,299229650,3,51.595141,-3.062666,0.2014415
Albert Terrace,307262797,3,51.586595,-3.001775,0.2111265
Windsor Castle Road,315442591,3,51.574635,-3.001328,0.00012
Windsor Castle Road,315442592,3,51.574399,-3.001998,0.00012
Neath Abbey Grove,315442593,3,51.575134,-3.002275,0.00012
Arlington Grange Close,315442594,3,51.574659,-3.002858,0.00012
Bailey Crescent,316645125,3,51.603217,-2.91993,0.0806045
Chepstow Road,320006578,3,51.588984,-2.957813,0.076807
Chepstow Road,320006579,3,51.588124,-2.96418,0.040432
Stow Hill,320006830,3,51.583085,-3.009243,0.0638245
Lambourne Way,336645190,3,51.6117,-3.027817,0.190272
Duffryn Drive,338101917,3,51.560933,-3.02354,0.0877755
Bishpool Lane,349540091,3,51.592165,-2.942248,0.1956265
Meadow Close,350604905,3,51.589848,-3.012063,0.00012
Broadleaf Way,350604906,3,51.589648,-3.011411,0.00012
Scholars Close,351443989,3,51.588796,-3.059444,0.0614855
Scholars Close,351443990,3,51.588872,-3.05909,0.3716795
Liswerry Park Drive,362389485,3,51.583398,-2.946231,0.066322
