road,way_id,seq,lat,lon,average_green
Risca Road,119685368,70,51.583975,-3.016106,0.211658
Malpas Road,124735129,70,51.613523,-3.00583,0.010422
Queensway Meadows,243491820,70,51.573471,-2.943927,0.2372635
Monmouth Castle Drive,255042717,70,51.573035,-3.000336,0.00012
Risca Road,299229650,70,51.597846,-3.068029,0.2961255
Chepstow Road,320006578,70,51.59086,-2.95208,0.0162345
Chepstow Road,320006579,70,51.588864,-2.958224,0.0798925
Corporation Road,368362178,70,51.582182,-2.973594,0
East Way Road,434896480,70,51.564942,-2.984673,0.008269
Western Avenue,2372923,71,51.578874,-3.031748,0.227008
Spytty Road,4209081,71,51.580143,-2.944524,0.2538035
Spytty Road,4811058,71,51.57499,-2.960832,0.248646
Chepstow Road,4811152,71,51.590522,-2.983905,0.000746
Fields Park Road,4812174,71,51.587904,-3.012628,0.000112
Chepstow Road,5062054,71,51.588495,-2.971023,0.0744775
Stephenson Street,7938151,71,51.569791,-2.975976,0.1535415
Risca Road,7938482,71,51.58472,-3.021413,0.4324095
Malpas Road,8018432,71,51.616183,-3.007782,0.03196
Laurel Road,8025721,71,51.580231,-3.05561,0.100986
Duffryn Way,8025739,71,51.559927,-3.013369,0.1502855
Morgan Way,8025741,71,51.55607,-3.013348,0.3544005
Old Roman Road,26306517,71,51.613053,-2.893058,0.559901
Mill Heath,26784667,71,51.612754,-3.020187,0.2580295
Welland Crescent,26784761,71,51.611761,-3.034424,0.0628185
Medway Road,26784767,71,51.612852,-3.03356,0.07468
Pentwyn Lane,26784796,71,51.613318,-3.021548,0.583674
Shakespeare Crescent,26794228,71,51.572594,-3.021922,0.0891305
Gaer Park Drive,26826128,71,51.57939,-3.020668,0.106327
Melbourne Way,26826248,71,51.582513,-3.027167,0.221953
Vancouver Drive,26826270,71,51.581846,-3.026055,0.315411
High Cross Lane,26901810,71,51.581886,-3.039392,0.2925405
Ebenezer Drive,26901811,71,51.58378,-3.043794,0.0415575
Glasllwch Lane,26929080,71,51.58391,-3.028656,0.712278
Ruskin Avenue,27718109,71,51.597168,-3.053436,0.3868845
Cwm Cwddy Drive,28610556,71,51.575317,-3.061312,0.171559
Melfort Road,29622458,71,51.578453,-3.015351,0.1467685
Traston Road,30791673,71,51.567006,-2.963329,0.101134
Myrtle Drive,33058081,71,51.579905,-3.040914,0.425005
St. Julian's Road,35553001,71,51.596356,-2.974174,0.0554575
Beechwood Road,35553013,71,51.588475,-2.964453,0.2698825
Oakfield Road,35590742,71,51.585343,-3.011111,0.063766
Ringwood Avenue,35590745,71,51.592282,-2.94714,0.012705
Ringland Circle,35590748,71,51.592339,-2.937084,0.0331705
Blaen-Y-Pant Crescent,36393907,71,51.604742,-3.01014,0.1720535
Queen's Hill Crescent,36566507,71,51.590949,-3.00424,0.063894
Ridgeway Avenue,36566529,71,51.587502,-3.022746,0.3252515
Usk Way,36741742,71,51.579083,-2.984288,0.239375
Queensway Meadows,36741749,71,51.574912,-2.947487,0.550376
Conway Road,36830104,71,51.58642,-2.968898,0.0140065
Stow Park Circle,36875953,71,51.582537,-3.009674,0.6697105
Bassaleg Road,36875983,71,51.5812,-3.015774,0.1689145
Masefield Vale,36887170,71,51.575127,-3.018958,0.8345395
Lee Way,36887173,71,51.571955,-2.94769,0.0086655
Hendre Farm Drive,36887183,71,51.588554,-2.933239,0.052529
Aberthaw Road,36887184,71,51.585453,-2.951868,0.3623805
Usk Way,36887205,71,51.585296,-2.989983,0.203042
Allt-Yr-Yn View,36920439,71,51.596269,-3.007255,0.028971
Allt-Yr-Yn Road,36920461,71,51.590928,-3.007614,0.091118
Cae Perllan Road,36941011,71,51.578502,-3.009382,0.0348095
Barrack Hill,36948401,71,51.596899,-3.000074,0.206698
Cwm Lane,36963893,71,51.596508,-3.045339,0.5958385
Brynglas Drive,37392377,71,51.606269,-2.999236,0.034475
Brynglas Avenue,37392419,71,51.600753,-2.998065,0.002291
Brynglas Road,37392436,71,51.601724,-2.998858,0.3071545
Bryn Bevan,37392439,71,51.605149,-3.002957,0.0097045
Tregwilym Road,37576824,71,51.585289,-3.055529,0.0811965
Clevedon Road,37720250,71,51.594289,-2.967307,0.1327235
Tennyson Road,37720298,71,51.590229,-2.966226,0.1654175
Gibbs Road,37720309,71,51.588712,-2.962428,0.056698
Christchurch Road,37721138,71,51.598671,-2.945107,0.104459
Heather Road,37835238,71,51.598449,-2.972025,0.221111
Beaufort Road,37835244,71,51.601663,-2.969624,0.084633
Constable Drive,37835255,71,51.600737,-2.969428,0.1136315
Spytty Road,37845884,71,51.577584,-2.94708,0.3439245
Gainsborough Drive,37855734,71,51.60136,-2.964118,0.0291275
Sycamore Avenue,37953751,71,51.587395,-2.956884,0.114387
Libeneth Road,37953752,71,51.584715,-2.961225,0.1132165
Dunstable Road,37953754,71,51.588517,-2.938537,0.051976
Ronald Road,38118625,71,51.597686,-2.977376,0.2499625
East Grove Road,38309473,71,51.590376,-2.950104,0.2963745
Chepstow Road,38309479,71,51.596105,-2.938959,0.1802895
Aberthaw Circle,38309856,71,51.586589,-2.954672,0.0641455
High Cross Road,38866128,71,51.58931,-3.042859,0.088771
Pilton Vale,38912654,71,51.613934,-3.000407,0.394722
Pillmawr Road,38912656,71,51.610779,-2.999527,0.2525965
Stelvio Park Drive,39086273,71,51.579805,-3.011134,0.2261135
Alma Street,39086563,71,51.580054,-2.991367,0.2198425
Maesglas Avenue,39088303,71,51.567743,-3.008357,0.054518
Maesglas Crescent,39088304,71,51.566143,-3.010586,0.0019885
Tregwilym Road,39211865,71,51.583801,-3.048792,0.8651155
Allt-yr-yn Avenue,39212702,71,51.59043,-3.01445,0.6546375
Mendalgief Road,39222951,71,51.577525,-2.997951,0.1137365
Christchurch Road,39273942,71,51.593928,-2.961828,0.000112
Liswerry Road,39734729,71,51.582039,-2.951863,0.040399
Broadmead Park,39753255,71,51.579923,-2.94502,0.2872765
Fosse Road,40268481,71,51.579344,-2.948588,0.1171645
Byron Road,40430146,71,51.577944,-3.009774,0.0895395
Almond Drive,40433291,71,51.6168,-3.001528,0.199071
Rowan Way,40433355,71,51.61574,-3.003549,0.1703675
Larch Grove,40433387,71,51.612564,-3.002113,0.107776
Oliphant Circle,40434735,71,51.616387,-3.015912,0.0682655
Thompson Avenue,40443428,71,51.582839,-2.953531,0.0310375
Dorset Crescent,40444032,71,51.577032,-2.959232,0.0412515
Usk Way,40450304,71,51.57147,-2.987322,0.035933
Howe Circle,40509556,71,51.598812,-2.929584,0.0496715
Sterndale Bennett Road,40510077,71,51.590232,-2.933961,0.3271105
Caerleon Road,40557215,71,51.603742,-2.972102,0.0235755
Argosy Way,40678662,71,51.582882,-2.980963,0.1088625
Monnow Way,40959895,71,51.608486,-3.025029,0.227295
Tregarn Road,41711285,71,51.61244,-2.88734,0.622305
Capel Crescent,42101814,71,51.577221,-2.99178,0.045996
St. Julian's Road,42421481,71,51.596496,-2.974249,0.1735695
Christchurch Road,44774160,71,51.594614,-2.975317,0.0475585
Usk Way,45022400,71,51.581499,-2.985271,0.18901
Lighthouse Road,46832853,71,51.561951,-3.012786,0.4801925
Spytty Road,48847114,71,51.575221,-2.962278,0.2190605
Great Oaks Park,84658852,71,51.595177,-3.057171,0.2501465
Bideford Road,87292108,71,51.569046,-3.00876,0.0143785
Cromwell Road,88325873,71,51.582827,-2.967139,0.0147645
Monnow Way,95120886,71,51.611967,-3.033506,0.1224425
Caerphilly Road,119684350,71,51.579217,-3.062384,0.1299035
Risca Road,119685368,71,51.583997,-3.016194,0.242124
Malpas Road,124735129,71,51.613596,-3.005884,0.019385
Chepstow Road,224768744,71,51.611692,-2.886695,0.826604
Queensway Meadows,243491820,71,51.573448,-2.94384,0.2197595
Monmouth Castle Drive,255042717,71,51.573024,-3.000247,0.00012
Risca Road,299229650,71,51.597889,-3.068108,0.2814025
Chepstow Road,320006578,71,51.590895,-2.951997,0.0162345
Chepstow Road,320006579,71,51.588894,-2.958138,0.088226
Corporation Road,368362178,71,51.58223,-2.97367,0.000227
East Way Road,434896480,71,51.564893,-2.984597,0.0148855
Western Avenue,2372923,72,51.578815,-3.031681,0.0758935
Spytty Road,4811058,72,51.574994,-2.960923,0.248646
Chepstow Road,4811152,72,51.590511,-2.983816,0.025858
Fields Park Road,4812174,72,51.58787,-3.012711,0.000112
Chepstow Road,5062054,72,51.588487,-2.970933,0.054861
Stephenson Street,7938151,72,51.569791,-2.976066,0.1535415
Risca Road,7938482,72,51.584742,-3.021325,0.4324095
Malpas Road,8018432,72,51.616117,-3.007721,0.109271
Laurel Road,8025721,72,51.580229,-3.05552,0.100986
Duffryn Way,8025739,72,51.559943,-3.01328,0.1135315
Morgan Way,8025741,72,51.556074,-3.013258,0.254105
Old Roman Road,26306517,72,51.613053,-2.893148,0.559901
Welland Crescent,26784761,72,51.61172,-3.034344,0.055315
Medway Road,26784767,72,51.612927,-3.03351,0.07468
Pentwyn Lane,26784796,72,51.613283,-3.021465,0.811952
Shakespeare Crescent,26794228,72,51.572648,-3.021994,0.0891305
Gaer Park Drive,26826128,72,51.57947,-3.020709,0.1381335
Melbourne Way,26826248,72,51.582594,-3.027207,0.1753845
Vancouver Drive,26826270,72,51.581931,-3.026026,0.2037155
High Cross Lane,26901810,72,51.581804,-3.039429,0.3548295
Ebenezer Drive,26901811,72,51.583747,-3.04371,0.1072085
Glasllwch Lane,26929080,72,51.583923,-3.028567,0.705077
Ruskin Avenue,27718109,72,51.597232,-3.053373,0.3868845
Cwm Cwddy Drive,28610556,72,51.575315,-3.061222,0.1972375
Melfort Road,29622458,72,51.578485,-3.015436,0.1467685
Traston Road,30791673,72,51.567024,-2.963241,0.088081
Myrtle Drive,33058081,72,51.579905,-3.040824,0.440432
St. Julian's Road,35553001,72,51.596393,-2.974257,0.0592135
Beechwood Road,35553013,72,51.588385,-2.964456,0.066825
Oakfield Road,35590742,72,51.585322,-3.011199,0.070183
Ringwood Avenue,35590745,72,51.592289,-2.94723,0.0280605
Ringland Circle,35590748,72,51.592299,-2.937164,0.0600615
Blaen-Y-Pant Crescent,36393907,72,51.60483,-3.010122,0.2174415
Queen's Hill Crescent,36566507,72,51.590877,-3.004294,0.073866
Ridgeway Avenue,36566529,72,51.587517,-3.022836,0.3252515
Usk Way,36741742,72,51.579134,-2.984362,0.312676
Queensway Meadows,36741749,72,51.574964,-2.94756,0.6079165
Conway Road,36830104,72,51.586399,-2.96881,0.0140065
Stow Park Circle,36875953,72,51.582614,-3.009626,0.7507545
Bassaleg Road,36875983,72,51.581189,-3.015864,0.1976145
Masefield Vale,36887170,72,51.575202,-3.019008,0.7725965
Lee Way,36887173,72,51.572044,-2.947701,0.008037
Hendre Farm Drive,36887183,72,51.588593,-2.933157,0.080653
Aberthaw Road,36887184,72,51.585459,-2.951958,0.3623805
Usk Way,36887205,72,51.585343,-2.99006,0.189188
Allt-Yr-Yn View,36920439,72,51.596311,-3.007175,0.019081
Allt-Yr-Yn Road,36920461,72,51.590843,-3.007586,0.1326465
Cae Perllan Road,36941011,72,51.578591,-3.009373,0.0800235
Barrack Hill,36948401,72,51.5969,-2.999984,0.169563
Cwm Lane,36963893,72,51.596556,-3.045416,0.624236
Brynglas Drive,37392377,72,51.606209,-2.999304,0.018483
Brynglas Road,37392436,72,51.601646,-2.998902,0.4161545
Bryn Bevan,37392439,72,51.605191,-3.003037,0.02974
Tregwilym Road,37576824,72,51.585254,-3.055446,0.056284
Tennyson Road,37720298,72,51.590294,-2.966288,0.128352
Gibbs Road,37720309,72,51.588711,-2.962518,0.056698
Christchurch Road,37721138,72,51.598695,-2.945021,0.1042735
Heather Road,37835238,72,51.598463,-2.972115,0.3545935
Beaufort Road,37835244,72,51.60172,-2.969693,0.0815945
Constable Drive,37835255,72,51.600764,-2.969515,0.1400865
Spytty Road,37845884,72,51.577542,-2.94716,0.346279
Gainsborough Drive,37855734,72,51.601319,-2.964037,0.0650075
Libeneth Road,37953752,72,51.584738,-2.961313,0.1132165
Dunstable Road,37953754,72,51.588482,-2.93862,0.055608
East Grove Road,38309473,72,51.590454,-2.950058,0.2834975
Chepstow Road,38309479,72,51.596142,-2.938876,0.1802895
Aberthaw Circle,38309856,72,51.586532,-2.954602,0.0529175
High Cross Road,38866128,72,51.589352,-3.042939,0.088771
Pilton Vale,38912654,72,51.614011,-3.000453,0.384569
Pillmawr Road,38912656,72,51.610788,-2.999437,0.334071
Alma Street,39086563,72,51.580078,-2.99128,0.1784545
Maesglas Avenue,39088303,72,51.567696,-3.00828,0.1093435
Maesglas Crescent,39088304,72,51.566161,-3.010497,0.002753
Tregwilym Road,39211865,72,51.58385,-3.048868,0.888069
Allt-yr-yn Avenue,39212702,72,51.590453,-3.014362,0.659545
Christchurch Road,39273942,72,51.5939,-2.961742,0.0939285
Liswerry Road,39734729,72,51.582066,-2.951777,0.029834
Broadmead Park,39753255,72,51.580001,-2.944975,0.000112
Fosse Road,40268481,72,51.579385,-2.948668,0.1248215
Byron Road,40430146,72,51.577986,-3.009694,0.1195445
Almond Drive,40433291,72,51.616821,-3.00144,0.2139025
Rowan Way,40433355,72,51.615779,-3.00363,0.164686
Larch Grove,40433387,72,51.612581,-3.002024,0.0992935
Oliphant Circle,40434735,72,51.61637,-3.015823,0.0739245
Thompson Avenue,40443428,72,51.582857,-2.953443,0.0310375
Dorset Crescent,40444032,72,51.577016,-2.959143,0.097118
Usk Way,40450304,72,51.571526,-2.987251,0.040016
Howe Circle,40509556,72,51.598824,-2.929495,0.034445
Sterndale Bennett Road,40510077,72,51.590232,-2.934051,0.473783
Caerleon Road,40557215,72,51.603738,-2.972012,0.059518
Argosy Way,40678662,72,51.582951,-2.98102,0.1088625
Monnow Way,40959895,72,51.608488,-3.02512,0.227295
Tregarn Road,41711285,72,51.612428,-2.88743,0.622305
Capel Crescent,42101814,72,51.577246,-2.991693,0.0573585
St. Julian's Road,42421481,72,51.59646,-2.974166,0.1735695
Christchurch Road,44774160,72,51.594611,-2.975227,0.100475
Usk Way,45022400,72,51.58142,-2.985229,0.1922375
Lighthouse Road,46832853,72,51.561914,-3.012704,0.5606175
Spytty Road,48847114,72,51.575211,-2.962188,0.115237
Great Oaks Park,84658852,72,51.595135,-3.057092,0.153422
Bideford Road,87292108,72,51.568987,-3.008829,0.0143785
Cromwell Road,88325873,72,51.582826,-2.967049,0.0144935
Monnow Way,95120886,72,51.612007,-3.033426,0.1224425
Caerphilly Road,119684350,72,51.579219,-3.062293,0.1299035
Risca Road,119685368,72,51.584019,-3.016282,0.242124
Malpas Road,124735129,72,51.613668,-3.005937,0.0167945
Chepstow Road,224768744,72,51.611655,-2.886777,0.836753
Queensway Meadows,243491820,72,51.573426,-2.943752,0.217831
Monmouth Castle Drive,255042717,72,51.573025,-3.000157,0.00012
Risca Road,299229650,72,51.597933,-3.068187,0.2856895
Chepstow Road,320006578,72,51.590931,-2.951914,0.030138
Corporation Road,368362178,72,51.582279,-2.973746,0.000227
East Way Road,434896480,72,51.564861,-2.984512,0.079938
Western Avenue,2372923,73,51.578755,-3.031613,0.2205995
Ringland Way,4209086,73,51.59185,-2.923099,0.267556
Spytty Road,4811058,73,51.574998,-2.961013,0.299662
Chepstow Road,4811152,73,51.590501,-2.983726,0.025858
Fields Park Road,4812174,73,51.587836,-3.012795,0.460953
Chepstow Road,5062054,73,51.588479,-2.970843,0.06098
Stephenson Street,7938151,73,51.569791,-2.976157,0.054618
Risca Road,7938482,73,51.584764,-3.021237,0.347064
Malpas Road,8018432,73,51.61605,-3.007661,0.318755
Laurel Road,8025721,73,51.580226,-3.055429,0.066145
Duffryn Way,8025739,73,51.559959,-3.013191,0.1135315
Morgan Way,8025741,73,51.556077,-3.013167,0.254105
Old Roman Road,26306517,73,51.613053,-2.893239,0.6939125
Welland Crescent,26784761,73,51.611667,-3.034271,0.0596205
Medway Road,26784767,73,51.613002,-3.03346,0.0595215
Pentwyn Lane,26784796,73,51.613248,-3.021381,0.993085
Shakespeare Crescent,26794228,73,51.572702,-3.022067,0.112389
Gaer Park Drive,26826128,73,51.579548,-3.020755,0.056338
Melbourne Way,26826248,73,51.582665,-3.027262,0.2425855
Vancouver Drive,26826270,73,51.58202,-3.026012,0.438027
High Cross Lane,26901810,73,51.581722,-3.039466,0.1611355
Ebenezer Drive,26901811,73,51.583714,-3.043626,0.1072085
Glasllwch Lane,26929080,73,51.583915,-3.028477,0.691642
Ruskin Avenue,27718109,73,51.597296,-3.053309,0.2978945
Cwm Cwddy Drive,28610556,73,51.575313,-3.061131,0.1972375
Melfort Road,29622458,73,51.578521,-3.015519,0.141322
Traston Road,30791673,73,51.567042,-2.963152,0.1734285
St. Julian's Road,35553001,73,51.59643,-2.974339,0.209512
Beechwood Road,35553013,73,51.588295,-2.96446,0.048827
Oakfield Road,35590742,73,51.585304,-3.011288,0.0528355
Ringwood Avenue,35590745,73,51.592299,-2.94732,0.0299035
Ringland Circle,35590748,73,51.592258,-2.937245,0.0600615
Blaen-Y-Pant Crescent,36393907,73,51.604919,-3.010127,0.2212035
Queen's Hill Crescent,36566507,73,51.590791,-3.004303,0.0719565
Ridgeway Avenue,36566529,73,51.587531,-3.022925,0.3456115
Usk Way,36741742,73,51.579186,-2.984435,0.3162485
Queensway Meadows,36741749,73,51.575016,-2.947634,0.581062
Conway Road,36830104,73,51.586377,-2.968723,0.009584
Stow Park Circle,36875953,73,51.582674,-3.009561,0.7658115
Bassaleg Road,36875983,73,51.581178,-3.015954,0.1976145
Masefield Vale,36887170,73,51.575278,-3.019057,0.761647
Lee Way,36887173,73,51.572134,-2.947712,0.007178
Hendre Farm Drive,36887183,73,51.588638,-2.933079,0.0701025
Aberthaw Road,36887184,73,51.585465,-2.952049,0.2469165
Usk Way,36887205,73,51.585392,-2.990136,0.189188
Allt-Yr-Yn View,36920439,73,51.596353,-3.007095,0.019081
Cae Perllan Road,36941011,73,51.578681,-3.009369,0.0781175
Barrack Hill,36948401,73,51.596901,-2.999893,0.222263
Cwm Lane,36963893,73,51.596603,-3.045493,0.4694455
Brynglas Road,37392436,73,51.601568,-2.998948,0.386702
Bryn Bevan,37392439,73,51.605229,-3.003119,0.0481065
Tregwilym Road,37576824,73,51.585219,-3.055363,0.056284
Tennyson Road,37720298,73,51.590358,-2.966351,0.089254
Gibbs Road,37720309,73,51.588711,-2.962609,0.05317
Christchurch Road,37721138,73,51.59871,-2.944931,0.0807265
Heather Road,37835238,73,51.598477,-2.972204,0.3545935
Beaufort Road,37835244,73,51.60178,-2.969761,0.0815945
Constable Drive,37835255,73,51.600792,-2.969601,0.1400865
Spytty Road,37845884,73,51.577503,-2.947241,0.345729
Gainsborough Drive,37855734,73,51.601279,-2.963956,0.2111095
Libeneth Road,37953752,73,51.584761,-2.9614,0.1345985
Dunstable Road,37953754,73,51.588446,-2.938703,0.055608
East Grove Road,38309473,73,51.59052,-2.949997,0.203131
Chepstow Road,38309479,73,51.596178,-2.938794,0.4449875
Aberthaw Circle,38309856,73,51.58651,-2.954514,0.0676245
High Cross Road,38866128,73,51.589393,-3.04302,0.0454455
Pilton Vale,38912654,73,51.614088,-3.0005,0.3525145
Pillmawr Road,38912656,73,51.610796,-2.999347,0.334071
Alma Street,39086563,73,51.580103,-2.991193,0.1784545
Maesglas Avenue,39088303,73,51.567624,-3.008229,0.2390515
Maesglas Crescent,39088304,73,51.566178,-3.010409,0.002753
Tregwilym Road,39211865,73,51.583902,-3.048942,0.888069
Allt-yr-yn Avenue,39212702,73,51.590476,-3.014275,0.453827
Christchurch Road,39273942,73,51.593871,-2.961657,0.087047
Liswerry Road,39734729,73,51.582093,-2.95169,0.0575965
Broadmead Park,39753255,73,51.580078,-2.944929,0.272134
Byron Road,40430146,73,51.578015,-3.009608,0.1195445
Almond Drive,40433291,73,51.616844,-3.001353,0.2139025
Rowan Way,40433355,73,51.615817,-3.003712,0.151938
Larch Grove,40433387,73,51.612597,-3.001935,0.0992935
Oliphant Circle,40434735,73,51.616355,-3.015734,0.0975865
Thompson Avenue,40443428,73,51.582875,-2.953354,0.0184985
Dorset Crescent,40444032,73,51.577,-2.959054,0.097118
Usk Way,40450304,73,51.571583,-2.987181,0.0365075
Howe Circle,40509556,73,51.598831,-2.929405,0.054288
Sterndale Bennett Road,40510077,73,51.590249,-2.93414,0.5105055
Caerleon Road,40557215,73,51.603735,-2.971921,0.1853555
Argosy Way,40678662,73,51.583021,-2.981077,0.0391385
Monnow Way,40959895,73,51.60849,-3.02521,0.2085155
Tregarn Road,41711285,73,51.612416,-2.88752,0.4910365
Capel Crescent,42101814,73,51.577271,-2.991607,0.0112255
St. Julian's Road,42421481,73,51.596423,-2.974083,0.04517
Christchurch Road,44774160,73,51.594608,-2.975137,0.0610595
Usk Way,45022400,73,51.58135,-2.985172,0.1621885
Lighthouse Road,46832853,73,51.561876,-3.012622,0.447783
Spytty Road,48847114,73,51.575201,-2.962098,0.115237
Great Oaks Park,84658852,73,51.595074,-3.057025,0.231914
Bideford Road,87292108,73,51.568933,-3.008901,0.0003845
Cromwell Road,88325873,73,51.582825,-2.966958,0.019792
Monnow Way,95120886,73,51.612048,-3.033345,0.065516
Caerphilly Road,119684350,73,51.579222,-3.062203,0.143534
Risca Road,119685368,73,51.584042,-3.016369,0.3999795
Malpas Road,124735129,73,51.613741,-3.00599,0.034094
Chepstow Road,224768744,73,51.611617,-2.886859,0.836753
Queensway Meadows,243491820,73,51.573404,-2.943664,0.22053
Monmouth Castle Drive,255042717,73,51.573033,-3.000067,0.00012
Risca Road,299229650,73,51.597976,-3.068266,0.2678355
Chepstow Road,320006578,73,51.590967,-2.951831,0.011836
Corporation Road,368362178,73,51.582327,-2.973822,0.0407115
East Way Road,434896480,73,51.564839,-2.984425,0.0675455
Western Avenue,2372923,74,51.578695,-3.031545,0.2205995
Ringland Way,4209086,74,51.591765,-2.923127,0.2335595
Spytty Road,4811058,74,51.575005,-2.961103,0.299662
Chepstow Road,4811152,74,51.59049,-2.983636,0.124241
Fields Park Road,4812174,74,51.587802,-3.012879,0.000112
Forge Road,4812693,74,51.571479,-3.039597,0.222648
Chepstow Road,5062054,74,51.588471,-2.970753,0.0589915
Stephenson Street,7938151,74,51.56979,-2.976247,0.227639
Risca Road,7938482,74,51.584786,-3.02115,0.2996715
Malpas Road,8018432,74,51.615983,-3.0076,0.375619
Laurel Road,8025721,74,51.580224,-3.055339,0.066145
Duffryn Way,8025739,74,51.559975,-3.013102,0.1437255
Morgan Way,8025741,74,51.55608,-3.013077,0.386754
Old Roman Road,26306517,74,51.613053,-2.893329,0.6939125
Welland Crescent,26784761,74,51.611613,-3.034198,0.0227725
Medway Road,26784767,74,51.613077,-3.03341,0.027479
Pentwyn Lane,26784796,74,51.613212,-3.021298,0.993085
Shakespeare Crescent,26794228,74,51.572757,-3.022138,0.0405835
Gaer Park Drive,26826128,74,51.579625,-3.020801,0.0554615
Melbourne Way,26826248,74,51.582735,-3.027318,0.2459935
Vancouver Drive,26826270,74,51.582108,-3.02601,0.361742
Allt-Yr-Yn View,26901758,74,51.591746,-3.014716,0.977167
High Cross Lane,26901810,74,51.581645,-3.039512,0.0427975
Ebenezer Drive,26901811,74,51.58368,-3.043542,0.1353665
Glasllwch Lane,26929080,74,51.583904,-3.028387,0.5980335
Ruskin Avenue,27718109,74,51.59736,-3.053245,0.1672825
Cwm Cwddy Drive,28610556,74,51.575311,-3.061041,0.222521
Melfort Road,29622458,74,51.578557,-3.015602,0.1684095
Traston Road,30791673,74,51.567063,-2.963064,0.184174
St. Julian's Road,35553001,74,51.596466,-2.974422,0.209512
Beechwood Road,35553013,74,51.588205,-2.964463,0.081515
Oakfield Road,35590742,74,51.585286,-3.011376,0.0528355
Ringwood Avenue,35590745,74,51.59231,-2.947409,0.0432315
Ringland Circle,35590748,74,51.592217,-2.937326,0.10979
Blaen-Y-Pant Crescent,36393907,74,51.605008,-3.010142,0.4063255
Ridgeway Avenue,36566529,74,51.587546,-3.023014,0.3456115
Usk Way,36741742,74,51.579242,-2.984506,0.335243
Queensway Meadows,36741749,74,51.575069,-2.947708,0.5528735
Conway Road,36830104,74,51.586355,-2.968635,0.009584
Bassaleg Road,36875983,74,51.581167,-3.016043,0.282013
Masefield Vale,36887170,74,51.575361,-3.01909,0.7763465
Lee Way,36887173,74,51.572223,-2.947723,0.015635
Hendre Farm Drive,36887183,74,51.588683,-2.933001,0.086293
Aberthaw Road,36887184,74,51.585472,-2.952139,0.2490685
Usk Way,36887205,74,51.585441,-2.990212,0.053617
Allt-Yr-Yn View,36920439,74,51.5964,-3.007018,0.017063
Cae Perllan Road,36941011,74,51.578771,-3.009365,0.185056
Barrack Hill,36948401,74,51.596897,-2.999803,0.2533545
Cwm Lane,36963893,74,51.596651,-3.04557,0.4694455
Brynglas Road,37392436,74,51.601491,-2.998995,0.386702
Bryn Bevan,37392439,74,51.605267,-3.003201,0.054806
Tregwilym Road,37576824,74,51.585184,-3.055279,0.0667455
Tennyson Road,37720298,74,51.590423,-2.966413,0.089254
Gibbs Road,37720309,74,51.588716,-2.962699,0.0327
Christchurch Road,37721138,74,51.598716,-2.944841,0.0807265
Heather Road,37835238,74,51.598491,-2.972293,0.3534855
Beaufort Road,37835244,74,51.601839,-2.969829,0.23057
Constable Drive,37835255,74,51.600818,-2.969687,0.000112
Spytty Road,37845884,74,51.577464,-2.947323,0.34594
Gainsborough Drive,37855734,74,51.601238,-2.963875,0.2111095
Libeneth Road,37953752,74,51.584784,-2.961488,0.2099805
Dunstable Road,37953754,74,51.588409,-2.938786,0.0667505
East Grove Road,38309473,74,51.590584,-2.949933,0.203131
Chepstow Road,38309479,74,51.596215,-2.938711,0.4449875
Aberthaw Circle,38309856,74,51.586497,-2.954425,0.063949
High Cross Road,38866128,74,51.589438,-3.043098,0.045858
Pilton Vale,38912654,74,51.614166,-3.000546,0.2381445
Pillmawr Road,38912656,74,51.610805,-2.999257,0.1832005
Alma Street,39086563,74,51.580127,-2.991106,0.003131
Maesglas Avenue,39088303,74,51.567539,-3.008231,0.189403
Maesglas Crescent,39088304,74,51.566196,-3.01032,0.000282
Tregwilym Road,39211865,74,51.583954,-3.049016,0.789882
Allt-yr-yn Avenue,39212702,74,51.590498,-3.014187,0.453827
Christchurch Road,39273942,74,51.593842,-2.961571,0.087047
Liswerry Road,39734729,74,51.58212,-2.951604,0.0575965
Broadmead Park,39753255,74,51.580156,-2.944883,0.272134
Byron Road,40430146,74,51.578043,-3.009522,0.0512685
Rowan Way,40433355,74,51.615857,-3.003793,0.151938
Larch Grove,40433387,74,51.612614,-3.001846,0.1870215
Oliphant Circle,40434735,74,51.616339,-3.015645,0.0975865
Thompson Avenue,40443428,74,51.582893,-2.953266,0.0184985
Dorset Crescent,40444032,74,51.576984,-2.958965,0.0332055
Usk Way,40450304,74,51.571639,-2.987111,0.06512
Howe Circle,40509556,74,51.598833,-2.929314,0.06933
Sterndale Bennett Road,40510077,74,51.590269,-2.934228,0.4114395
Caerleon Road,40557215,74,51.603732,-2.971831,0.038928
Argosy Way,40678662,74,51.583091,-2.981134,0.205703
Monnow Way,40959895,74,51.608492,-3.025301,0.2085155
Tregarn Road,41711285,74,51.612404,-2.887609,0.4650985
Capel Crescent,42101814,74,51.577296,-2.99152,0.0494775
St. Julian's Road,42421481,74,51.596388,-2.974,0.11979
Christchurch Road,44774160,74,51.594605,-2.975046,0.0610595
Usk Way,45022400,74,51.581284,-2.985111,0.175156
Lighthouse Road,46832853,74,51.561839,-3.012539,0.447783
Spytty Road,48847114,74,51.575191,-2.962008,0.095831
Great Oaks Park,84658852,74,51.595012,-3.05696,0.2655155
Bideford Road,87292108,74,51.568883,-3.008976,0.004973
Cromwell Road,88325873,74,51.582824,-2.966868,0.2395455
Monnow Way,95120886,74,51.612089,-3.033264,0.038721
